fire_cell_quad,fire,cell,quad,tree_pix,dead_tree_pix,tree_cover,mort_cover,tree_cat,dead_cat,eco2,tvt
stone_198_4,stone,198,4,7868,4935,0.480224609375,0.6272,30-70,30-70,North Coast and Mountains,test
bobcat_758_0,bobcat,758,0,10768,7809,0.6572265625,0.7252,30-70,70-100,South Coast and Mountains,test
bobcat_758_1,bobcat,758,1,8893,6865,0.54278564453125,0.772,30-70,70-100,South Coast and Mountains,test
bobcat_758_3,bobcat,758,3,12946,7984,0.7901611328125,0.6167,70-100,30-70,South Coast and Mountains,test
bobcat_758_4,bobcat,758,4,8870,5966,0.5413818359375,0.6726,30-70,30-70,South Coast and Mountains,test
slater_221_1,slater,221,1,262,262,0.0159912109375,1.0,0-30,70-100,North Coast and Mountains,test
slater_221_4,slater,221,4,3313,2635,0.20220947265625,0.7954,0-30,70-100,North Coast and Mountains,test
camp_1117_0,camp,1117,0,4129,4129,0.25201416015625,1.0,0-30,70-100,Sierra Nevada,test
camp_1117_4,camp,1117,4,1060,1060,0.064697265625,1.0,0-30,70-100,Sierra Nevada,test
ranch_3142_3,ranch,3142,3,1515,1515,0.09246826171875,1.0,0-30,70-100,North Coast and Mountains,test
river_316_1,river,316,1,10103,9104,0.61663818359375,0.9011,30-70,70-100,Central Foothills,test
river_316_3,river,316,3,11731,8498,0.71600341796875,0.7244,70-100,70-100,Central Foothills,test
river_316_4,river,316,4,7902,3583,0.4822998046875,0.4534,30-70,30-70,Central Foothills,test
czulight_165_0,czulight,165,0,6590,6196,0.4022216796875,0.9402,30-70,70-100,North Coast and Mountains,test
czulight_165_3,czulight,165,3,13833,8650,0.84429931640625,0.6253,70-100,30-70,North Coast and Mountains,test
ranch_2710_0,ranch,2710,0,9788,9586,0.597412109375,0.9794,30-70,70-100,North Coast and Mountains,test
ranch_2710_4,ranch,2710,4,12714,12645,0.7760009765625,0.9946,70-100,70-100,North Coast and Mountains,test
camp_1249_1,camp,1249,1,10721,5310,0.65435791015625,0.4953,30-70,30-70,Sierra Nevada,test
bobcat_1198_0,bobcat,1198,0,10083,3327,0.61541748046875,0.33,30-70,30-70,South Coast and Mountains,test
bobcat_1198_4,bobcat,1198,4,4936,3947,0.30126953125,0.7996,30-70,70-100,South Coast and Mountains,test
slater_341_4,slater,341,4,13151,11908,0.80267333984375,0.9055,70-100,70-100,North Coast and Mountains,test
dolan_579_0,dolan,579,0,13100,5905,0.799560546875,0.4508,70-100,30-70,Central Foothills,test
dolan_579_1,dolan,579,1,7872,1136,0.48046875,0.1443,30-70,0-30,Central Foothills,test
river_704_0,river,704,0,3763,0,0.22967529296875,0.0,0-30,0-30,Central Foothills,test
eldorado_189_0,eldorado,189,0,3190,3180,0.1947021484375,0.9969,0-30,70-100,South Coast and Mountains,test
eldorado_189_1,eldorado,189,1,2876,2841,0.175537109375,0.9878,0-30,70-100,South Coast and Mountains,test
eldorado_189_3,eldorado,189,3,1180,1170,0.072021484375,0.9915,0-30,70-100,South Coast and Mountains,test
eldorado_189_4,eldorado,189,4,1974,1653,0.1204833984375,0.8374,0-30,70-100,South Coast and Mountains,test
camp_1277_4,camp,1277,4,15687,0,0.95745849609375,0.0,70-100,0-30,Sierra Nevada,test
northcomplex_4007_3,northcomplex,4007,3,5725,81,0.34942626953125,0.0141,30-70,0-30,Sierra Nevada,test
northcomplex_1143_0,northcomplex,1143,0,2705,309,0.16510009765625,0.1142,0-30,0-30,Sierra Nevada,test
northcomplex_1143_1,northcomplex,1143,1,2068,1099,0.126220703125,0.5314,0-30,30-70,Sierra Nevada,test
czulight_629_1,czulight,629,1,1010,26,0.0616455078125,0.0257,0-30,0-30,North Coast and Mountains,test
camp_1465_3,camp,1465,3,2956,2956,0.180419921875,1.0,0-30,70-100,Sierra Nevada,test
ranch_2921_4,ranch,2921,4,6637,6613,0.40509033203125,0.9964,30-70,70-100,North Coast and Mountains,test
stone_372_1,stone,372,1,7824,4025,0.4775390625,0.5144,30-70,30-70,North Coast and Mountains,test
stone_372_4,stone,372,4,8480,3858,0.517578125,0.455,30-70,30-70,North Coast and Mountains,test
czulight_417_1,czulight,417,1,13467,8918,0.82196044921875,0.6622,70-100,30-70,North Coast and Mountains,test
czulight_417_3,czulight,417,3,10964,681,0.669189453125,0.0621,30-70,0-30,North Coast and Mountains,test
alisal_103_0,alisal,103,0,3519,2228,0.21478271484375,0.6331,0-30,30-70,South Coast and Mountains,test
alisal_103_1,alisal,103,1,4492,4492,0.274169921875,1.0,0-30,70-100,South Coast and Mountains,test
alisal_103_4,alisal,103,4,4692,4241,0.286376953125,0.9039,0-30,70-100,South Coast and Mountains,test
northcomplex_1209_1,northcomplex,1209,1,3628,3082,0.221435546875,0.8495,0-30,70-100,Sierra Nevada,test
northcomplex_1209_3,northcomplex,1209,3,4667,2028,0.28485107421875,0.4345,0-30,30-70,Sierra Nevada,test
northcomplex_1209_4,northcomplex,1209,4,1120,527,0.068359375,0.4705,0-30,30-70,Sierra Nevada,test
dixie_337_1,dixie,337,1,10032,10014,0.6123046875,0.9982,30-70,70-100,North Coast and Mountains,test
camp_1470_4,camp,1470,4,3722,752,0.2271728515625,0.202,0-30,0-30,Sierra Nevada,test
caldor_2082_0,caldor,2082,0,6518,44,0.3978271484375,0.0068,30-70,0-30,Sierra Nevada,test
caldor_2082_3,caldor,2082,3,5065,29,0.30914306640625,0.0057,30-70,0-30,Sierra Nevada,test
caldor_2082_4,caldor,2082,4,6740,38,0.411376953125,0.0056,30-70,0-30,Sierra Nevada,test
camp_1211_3,camp,1211,3,13497,13089,0.82379150390625,0.9698,70-100,70-100,Central Foothills,test
camp_1211_4,camp,1211,4,8572,8194,0.523193359375,0.9559,30-70,70-100,Central Foothills,test
eldorado_110_0,eldorado,110,0,557,557,0.03399658203125,1.0,0-30,70-100,South Coast and Mountains,test
eldorado_110_3,eldorado,110,3,1547,1488,0.09442138671875,0.9619,0-30,70-100,South Coast and Mountains,test
eldorado_110_4,eldorado,110,4,4611,4611,0.28143310546875,1.0,0-30,70-100,South Coast and Mountains,test
czulight_673_0,czulight,673,0,7144,7144,0.43603515625,1.0,30-70,70-100,North Coast and Mountains,test
czulight_673_4,czulight,673,4,12107,4221,0.73895263671875,0.3486,70-100,30-70,North Coast and Mountains,test
camp_1198_3,camp,1198,3,13612,13612,0.830810546875,1.0,70-100,70-100,Sierra Nevada,test
dixie_344_1,dixie,344,1,10473,9086,0.63922119140625,0.8676,30-70,70-100,North Coast and Mountains,test
bobcat_715_0,bobcat,715,0,9062,5787,0.5531005859375,0.6386,30-70,30-70,South Coast and Mountains,test
bobcat_715_1,bobcat,715,1,9304,5459,0.56787109375,0.5867,30-70,30-70,South Coast and Mountains,test
bobcat_715_3,bobcat,715,3,1835,1324,0.11199951171875,0.7215,0-30,70-100,South Coast and Mountains,test
northcomplex_3337_0,northcomplex,3337,0,14429,14429,0.88067626953125,1.0,70-100,70-100,Sierra Nevada,test
northcomplex_3337_1,northcomplex,3337,1,15487,15487,0.94525146484375,1.0,70-100,70-100,Sierra Nevada,test
northcomplex_3337_3,northcomplex,3337,3,14517,14517,0.88604736328125,1.0,70-100,70-100,Sierra Nevada,test
northcomplex_3337_4,northcomplex,3337,4,15649,15609,0.95513916015625,0.9974,70-100,70-100,Sierra Nevada,test
ranch_2588_0,ranch,2588,0,7741,3534,0.47247314453125,0.4565,30-70,30-70,Central Foothills,test
ranch_2588_4,ranch,2588,4,5940,3055,0.362548828125,0.5143,30-70,30-70,Central Foothills,test
river_415_0,river,415,0,3810,3770,0.2325439453125,0.9895,0-30,70-100,Central Foothills,test
river_373_1,river,373,1,1861,322,0.11358642578125,0.173,0-30,0-30,Central Foothills,test
camp_1562_3,camp,1562,3,15971,2682,0.97479248046875,0.1679,70-100,0-30,Sierra Nevada,test
alisal_212_4,alisal,212,4,3780,2579,0.230712890625,0.6823,0-30,30-70,South Coast and Mountains,test
dolan_1139_0,dolan,1139,0,6887,3817,0.42034912109375,0.5542,30-70,30-70,Central Foothills,test
dolan_1139_1,dolan,1139,1,2901,2280,0.17706298828125,0.7859,0-30,70-100,Central Foothills,test
ranch_1108_4,ranch,1108,4,13595,2665,0.82977294921875,0.196,70-100,0-30,North Coast and Mountains,test
dolan_734_1,dolan,734,1,7155,780,0.43670654296875,0.109,30-70,0-30,Central Foothills,test
dolan_734_3,dolan,734,3,9004,95,0.549560546875,0.0106,30-70,0-30,Central Foothills,test
camp_1372_3,camp,1372,3,14068,12106,0.858642578125,0.8605,70-100,70-100,Sierra Nevada,test
camp_1158_3,camp,1158,3,9059,8978,0.55291748046875,0.9911,30-70,70-100,Sierra Nevada,test
ranch_1901_1,ranch,1901,1,3181,3181,0.19415283203125,1.0,0-30,70-100,Central Foothills,test
ranch_1901_4,ranch,1901,4,11740,4695,0.716552734375,0.3999,70-100,30-70,Central Foothills,test
camp_1373_3,camp,1373,3,7512,5551,0.45849609375,0.739,30-70,70-100,Sierra Nevada,test
czulight_705_3,czulight,705,3,11778,3040,0.7188720703125,0.2581,70-100,0-30,North Coast and Mountains,test
czulight_705_4,czulight,705,4,14591,304,0.89056396484375,0.0208,70-100,0-30,North Coast and Mountains,test
ranch_2428_0,ranch,2428,0,7079,7079,0.43206787109375,1.0,30-70,70-100,Central Foothills,test
ranch_2428_1,ranch,2428,1,8491,8491,0.51824951171875,1.0,30-70,70-100,Central Foothills,test
czulight_275_3,czulight,275,3,9927,9921,0.60589599609375,0.9994,30-70,70-100,North Coast and Mountains,test
camp_1565_0,camp,1565,0,15745,8239,0.96099853515625,0.5233,70-100,30-70,Sierra Nevada,test
camp_1565_4,camp,1565,4,15368,12663,0.93798828125,0.824,70-100,70-100,Sierra Nevada,test
river_360_0,river,360,0,10878,10714,0.6639404296875,0.9849,30-70,70-100,Central Foothills,test
river_360_4,river,360,4,8801,7107,0.53717041015625,0.8075,30-70,70-100,Central Foothills,test
alisal_58_0,alisal,58,0,9590,0,0.5853271484375,0.0,30-70,0-30,South Coast and Mountains,test
alisal_162_0,alisal,162,0,3392,2658,0.20703125,0.7836,0-30,70-100,South Coast and Mountains,test
alisal_162_1,alisal,162,1,6997,2454,0.42706298828125,0.3507,30-70,30-70,South Coast and Mountains,test
alisal_162_4,alisal,162,4,4398,1754,0.2684326171875,0.3988,0-30,30-70,South Coast and Mountains,test
ranch_2565_0,ranch,2565,0,11234,0,0.6856689453125,0.0,30-70,0-30,Central Foothills,test
creek_3089_0,creek,3089,0,9652,0,0.589111328125,0.0,30-70,0-30,Sierra Nevada,test
eldorado_117_3,eldorado,117,3,12119,0,0.73968505859375,0.0,70-100,0-30,South Coast and Mountains,test
river_573_0,river,573,0,2725,2701,0.16632080078125,0.9912,0-30,70-100,Central Foothills,test
river_573_4,river,573,4,4147,3754,0.25311279296875,0.9052,0-30,70-100,Central Foothills,test
ranch_1683_4,ranch,1683,4,9017,8324,0.55035400390625,0.9231,30-70,70-100,Central Foothills,test
camp_1200_0,camp,1200,0,14348,8471,0.875732421875,0.5904,70-100,30-70,Sierra Nevada,test
czulight_892_4,czulight,892,4,3107,2614,0.18963623046875,0.8413,0-30,70-100,North Coast and Mountains,test
alisal_99_3,alisal,99,3,5156,3886,0.314697265625,0.7537,30-70,70-100,South Coast and Mountains,test
eldorado_262_0,eldorado,262,0,9073,2243,0.55377197265625,0.2472,30-70,0-30,South Coast and Mountains,test
eldorado_262_3,eldorado,262,3,11937,6279,0.72857666015625,0.526,70-100,30-70,South Coast and Mountains,test
bobcat_711_0,bobcat,711,0,15352,1982,0.93701171875,0.1291,70-100,0-30,South Coast and Mountains,test
bobcat_711_1,bobcat,711,1,13887,2671,0.84759521484375,0.1923,70-100,0-30,South Coast and Mountains,test
bobcat_711_3,bobcat,711,3,13330,2108,0.8135986328125,0.1581,70-100,0-30,South Coast and Mountains,test
czulight_893_0,czulight,893,0,4126,34,0.2518310546875,0.0082,0-30,0-30,North Coast and Mountains,test
monument_2298_0,monument,2298,0,13568,667,0.828125,0.0492,70-100,0-30,North Coast and Mountains,test
monument_2298_3,monument,2298,3,11644,148,0.710693359375,0.0127,70-100,0-30,North Coast and Mountains,test
czulight_930_1,czulight,930,1,13736,4486,0.83837890625,0.3266,70-100,30-70,North Coast and Mountains,test
czulight_930_4,czulight,930,4,12398,5801,0.7567138671875,0.4679,70-100,30-70,North Coast and Mountains,test
caldor_1570_3,caldor,1570,3,10922,10922,0.6666259765625,1.0,30-70,70-100,Sierra Nevada,test
northcomplex_4134_4,northcomplex,4134,4,14463,3486,0.88275146484375,0.241,70-100,0-30,Sierra Nevada,validate
czulight_493_0,czulight,493,0,391,391,0.02386474609375,1.0,0-30,70-100,North Coast and Mountains,validate
camp_1152_0,camp,1152,0,9585,5441,0.58502197265625,0.5677,30-70,30-70,Sierra Nevada,validate
bobcat_1294_0,bobcat,1294,0,7899,7273,0.48211669921875,0.9207,30-70,70-100,South Coast and Mountains,validate
bobcat_336_1,bobcat,336,1,14068,9798,0.858642578125,0.6965,70-100,30-70,South Coast and Mountains,validate
dixie_411_3,dixie,411,3,6127,5155,0.37396240234375,0.8414,30-70,70-100,North Coast and Mountains,validate
camp_1168_3,camp,1168,3,15104,14548,0.921875,0.9632,70-100,70-100,Central Foothills,validate
eldorado_295_1,eldorado,295,1,7470,5113,0.4559326171875,0.6845,30-70,30-70,South Coast and Mountains,validate
eldorado_295_4,eldorado,295,4,6814,3979,0.4158935546875,0.5839,30-70,30-70,South Coast and Mountains,validate
camp_1643_3,camp,1643,3,15322,11794,0.9351806640625,0.7697,70-100,70-100,Sierra Nevada,validate
ranch_1942_1,ranch,1942,1,7395,5856,0.45135498046875,0.7919,30-70,70-100,North Coast and Mountains,validate
bobcat_1341_3,bobcat,1341,3,13762,3247,0.8399658203125,0.2359,70-100,0-30,South Coast and Mountains,validate
northcomplex_3212_0,northcomplex,3212,0,12523,12523,0.76434326171875,1.0,70-100,70-100,Sierra Nevada,validate
dixie_329_0,dixie,329,0,691,67,0.04217529296875,0.097,0-30,0-30,North Coast and Mountains,validate
ranch_1614_1,ranch,1614,1,9097,2401,0.55523681640625,0.2639,30-70,0-30,Central Foothills,validate
bobcat_381_3,bobcat,381,3,14898,3530,0.9093017578125,0.2369,70-100,0-30,South Coast and Mountains,validate
ranch_2688_1,ranch,2688,1,14497,7538,0.88482666015625,0.52,70-100,30-70,North Coast and Mountains,validate
alisal_106_1,alisal,106,1,10140,0,0.618896484375,0.0,30-70,0-30,South Coast and Mountains,validate
monument_2571_3,monument,2571,3,13415,13325,0.81878662109375,0.9933,70-100,70-100,North Coast and Mountains,validate
dixie_318_3,dixie,318,3,8428,1579,0.514404296875,0.1874,30-70,0-30,North Coast and Mountains,validate
ranch_1608_1,ranch,1608,1,9824,5581,0.599609375,0.5681,30-70,30-70,Central Foothills,validate
caldor_1505_4,caldor,1505,4,11685,2558,0.71319580078125,0.2189,70-100,0-30,Sierra Nevada,validate
bobcat_1198_1,bobcat,1198,1,6674,6638,0.4073486328125,0.9946,30-70,70-100,South Coast and Mountains,validate
dolan_579_4,dolan,579,4,13732,3070,0.838134765625,0.2236,70-100,0-30,Central Foothills,validate
river_704_3,river,704,3,3402,14,0.2076416015625,0.0041,0-30,0-30,Central Foothills,validate
river_466_4,river,466,4,7919,5209,0.48333740234375,0.6578,30-70,30-70,Central Foothills,validate
northcomplex_1209_0,northcomplex,1209,0,7163,2295,0.43719482421875,0.3204,30-70,30-70,Sierra Nevada,validate
camp_1470_3,camp,1470,3,4593,3040,0.28033447265625,0.6619,0-30,30-70,Sierra Nevada,validate
camp_1562_4,camp,1562,4,15811,4798,0.96502685546875,0.3035,70-100,30-70,Sierra Nevada,validate
camp_847_4,camp,847,4,12307,2155,0.75115966796875,0.1751,70-100,0-30,North Coast and Mountains,validate
ranch_1108_1,ranch,1108,1,7620,5341,0.465087890625,0.7009,30-70,70-100,North Coast and Mountains,validate
camp_1158_1,camp,1158,1,3229,3229,0.19708251953125,1.0,0-30,70-100,Sierra Nevada,validate
ranch_1901_3,ranch,1901,3,13343,5016,0.81439208984375,0.3759,70-100,30-70,Central Foothills,validate
ranch_1683_0,ranch,1683,0,9862,9297,0.6019287109375,0.9427,30-70,70-100,Central Foothills,validate
ranch_1683_3,ranch,1683,3,5334,5232,0.3255615234375,0.9809,30-70,70-100,Central Foothills,validate
